packet_loss_pct,rmse_mean_m,rmse_p95_m,nees_in_95_mean_pct,runs_below_5m_pct
0.0,1.5479459294842473,1.7450988515170205,83.52087114337567,100.0
10.0,1.567318209592742,1.8343962618731697,83.14223391872972,100.0
20.0,1.7151177221440377,1.952802863995696,81.53423099017637,100.0
30.0,1.9013579014203046,2.102062337969557,85.82487977850603,100.0
40.0,1.9010091307261843,2.237078211775795,81.13881126220818,100.0
